"","title","author","subject","abstract","meta"
"121","A two-circuit approach to reducing quantum resources for the quantum lattice Boltzmann method","Sriharsha Kocherla, Austin Adams, Zhixin Song, Alexander Alexeev, Spencer H. Bryngelson","Quantum Physics (quant-ph)","Computational fluid dynamics (CFD) simulations often entail a large computational burden on classical computers. At present, these simulations can require up to trillions of grid points and millions of time steps. To reduce costs, novel architectures like quantum computers may be intrinsically more efficient at the appropriate computation. Current quantum algorithms for solving CFD problems use a single quantum circuit and, in some cases, lattice-based methods. We introduce the a novel multiple circuits algorithm that makes use of a quantum lattice Boltzmann method (QLBM). The two-circuit algorithm we form solves the Navier-Stokes equations with a marked reduction in CNOT gates compared to existing QLBM circuits. The problem is cast as a stream function--vorticity formulation of the 2D Navier-Stokes equations and verified and tested on a 2D lid-driven cavity flow. We show that using separate circuits for the stream function and vorticity lead to a marked CNOT reduction: 35% in total CNOT count and 16% in combined gate depth. This strategy has the additional benefit of the circuits being able to run concurrently, further halving the seen gate depth. This work is intended as a step towards practical quantum circuits for solving differential equation-based problems of scientific interest.","Sat, 20 Jan 2024 15:32:01 UTC (1,167 KB)"
"122","Exploring descriptors for titanium microstructure via digital fingerprints from variational autoencoders","Michael D. White, Gowtham Nimmal Haribabu, Jeyapriya Thimukonda Jegadeesan, Bikramjit Basu, Philip J. Withers, Chris P. Race","Materials Science (cond-mat.mtrl-sci)","Microstructure is key to controlling and understanding the properties of metallic materials, but traditional approaches to describing microstructure capture only a small number of features. To enable data-centric approaches to materials discovery, allow efficient storage of microstructural data and assist in quality control in metals processing, we require more complete descriptors of microstructure. The concept of microstructural fingerprinting, using machine learning (ML) to develop quantitative, low-dimensional descriptors of microstructures, has recently attracted significant attention. However, it is difficult to interpret conclusions drawn by ML algorithms, which are commonly referred to as ""black boxes"". Here we explore variational autoencoders (VAEs), which can be trained to produce microstructural fingerprints in a continuous latent space. VAEs enable the reconstruction of images from fingerprints, allowing us to explore how key features of microstructure are encoded. We develop a VAE architecture based on ResNet18 and train it on Ti-6Al-4V optical micrographs as an example of an industrially important alloy where microstructural control is critical to performance. The latent space is explored in several ways, including by supplying interpolated and randomly perturbed fingerprints to the trained decoder and via dimensionality reduction to explore the distribution of microstructural features within the latent space of fingerprints. We show that the VAE fingerprints exhibit smooth, interpolable behaviour with stability to local perturbations, supporting their suitability as general purpose descriptors for microstructure. We also show that key properties of the microstructures are strongly correlated with position in the latent space, supporting the use of VAE fingerprints for quantitative exploration of process-structure-property relationships.","Mon, 22 Jan 2024 14:15:55 UTC (34,184 KB)"
"123","HARDCORE: H-field and power loss estimation for arbitrary waveforms with residual, dilated convolutional neural networks in ferrite cores","Wilhelm Kirchgässner, Nikolas Förster, Till Piepenbrock, Oliver Schweins, Oliver Wallscheid","Systems and Control (eess.SY)","The MagNet Challenge 2023 calls upon competitors to develop data-driven models for the material-specific, waveform-agnostic estimation of steady-state power losses in toroidal ferrite cores. The following HARDCORE (H-field and power loss estimation for Arbitrary waveforms with Residual, Dilated convolutional neural networks in ferrite COREs) approach shows that a residual convolutional neural network with physics-informed extensions can serve this task efficiently when trained on observational data beforehand. One key solution element is an intermediate model layer which first reconstructs the bh curve and then estimates the power losses based on the curve's area rendering the proposed topology physically interpretable. In addition, emphasis was placed on expert-based feature engineering and information-rich inputs in order to enable a lean model architecture. A model is trained from scratch for each material, while the topology remains the same. A Pareto-style trade-off between model size and estimation accuracy is demonstrated, which yields an optimum at as low as 1755 parameters and down to below 8\,\% for the 95-th percentile of the relative error for the worst-case material with sufficient samples.","Sun, 21 Jan 2024 13:24:41 UTC (1,135 KB)[v2] Tue, 23 Jan 2024 17:49:42 UTC (1,135 KB)"
"124","Data repairing and resolution enhancement using data-driven modal decomposition and deep learning","A. Hetherington, D. Serfaty, A. Corrochano, J. Soria, S. Le Clainche","Computational Engineering, Finance, and Science (cs.CE)","This paper introduces a new series of methods which combine modal decomposition algorithms, such as singular value decomposition and high-order singular value decomposition, and deep learning architectures to repair, enhance, and increase the quality and precision of numerical and experimental data. A combination of two- and three-dimensional, numerical and experimental dasasets are used to demonstrate the reconstruction capacity of the presented methods, showing that these methods can be used to reconstruct any type of dataset, showing outstanding results when applied to highly complex data, which is noisy. The combination of benefits of these techniques results in a series of data-driven methods which are capable of repairing and/or enhancing the resolution of a dataset by identifying the underlying physics that define the data, which is incomplete or under-resolved, filtering any existing noise. These methods and the Python codes are included in the first release of ModelFLOWs-app.","Sat, 20 Jan 2024 17:37:54 UTC (1,497 KB)"
"125","Bimodal buckling governs human fingers luxation","Massimiliano Fraldi, Stefania Palumbo, Arsenio Cutolo, Angelo Rosario Carotenuto, Davide Bigoni","Biological Physics (physics.bio-ph)","Equilibrium bifurcation in natural systems can sometimes be explained as a route to stress shielding for preventing failure. Although compressive buckling has been known for a long time, its less-intuitive tensile counterpart was only recently discovered and yet never identified in living structures or organisms. Through the analysis of an unprecedented all-in-one paradigm of elastic instability, it is theoretically and experimentally shown that coexistence of two curvatures in human finger joints is the result of an optimal design by nature that exploits both compressive and tensile buckling for inducing luxation in case of traumas, so realizing a unique mechanism for protecting tissues and preventing more severe damage under extreme loads. Our findings might pave the way to conceive complex architectured and bio-inspired materials, as well as next generation artificial joint prostheses and robotic arms for bio-engineering and healthcare applications.","Fri, 19 Jan 2024 09:51:35 UTC (31,274 KB)"
"126","A dual-species Rydberg array","Shraddha Anand, Conor E. Bradley, Ryan White, Vikram Ramesh, Kevin Singh, Hannes Bernien","Quantum Physics (quant-ph)","Rydberg atom arrays have emerged as a leading platform for quantum information science. Reaching system sizes of hundreds of long-lived qubits, these arrays are used for highly coherent analog quantum simulation, as well as digital quantum computation. Advanced quantum protocols such as quantum error correction, however, require midcircuit qubit operations, including the replenishment, reset, and readout of a subset of qubits. A compelling strategy to achieve these capabilities is a dual-species architecture in which a second atomic species can be controlled without crosstalk, and entangled with the first via Rydberg interactions. Here, we realize a dual-species Rydberg array consisting of rubidium (Rb) and cesium (Cs) atoms, and explore new regimes of interactions and dynamics not accessible in single-species architectures. We achieve enhanced interspecies interactions by electrically tuning the Rydberg states close to a Forster resonance. In this regime, we demonstrate interspecies Rydberg blockade and implement quantum state transfer from one species to another. We then generate a Bell state between Rb and Cs hyperfine qubits via an interspecies controlled-phase gate. Finally, we combine interspecies entanglement with native midcircuit readout to achieve quantum non-demolition measurement of a Rb qubit using an auxiliary Cs qubit. The techniques demonstrated here pave the way toward scalable measurement-based protocols and real-time feedback control in large-scale quantum systems.","Thu, 18 Jan 2024 19:00:02 UTC (9,885 KB)"
"127","Enabling Efficient Equivariant Operations in the Fourier Basis via Gaunt Tensor Products","Shengjie Luo, Tianlang Chen, Aditi S. Krishnapriyan","Machine Learning (cs.LG)","Developing equivariant neural networks for the E(3) group plays an important role in modeling 3D data across real-world applications. Enforcing this equivariance primarily involves the tensor products of irreducible representations (irreps). However, the computational complexity of such operations increases significantly as higher-order tensors are used. In this work, we propose a systematic approach to substantially accelerate the computation of the tensor products of irreps. We mathematically connect the commonly used Clebsch-Gordan coefficients to the Gaunt coefficients, which are integrals of products of three spherical harmonics. Through Gaunt coefficients, the tensor product of irreps becomes equivalent to the multiplication between spherical functions represented by spherical harmonics. This perspective further allows us to change the basis for the equivariant operations from spherical harmonics to a 2D Fourier basis. Consequently, the multiplication between spherical functions represented by a 2D Fourier basis can be efficiently computed via the convolution theorem and Fast Fourier Transforms. This transformation reduces the complexity of full tensor products of irreps from $\mathcal{O}(L^6)$ to $\mathcal{O}(L^3)$, where $L$ is the max degree of irreps. Leveraging this approach, we introduce the Gaunt Tensor Product, which serves as a new method to construct efficient equivariant operations across different model architectures. Our experiments on the Open Catalyst Project and 3BPA datasets demonstrate both the increased efficiency and improved performance of our approach.","Thu, 18 Jan 2024 18:57:10 UTC (169 KB)"
"128","GA-SmaAt-GNet: Generative Adversarial Small Attention GNet for Extreme Precipitation Nowcasting","Eloy Reulen, Siamak Mehrkanoon","Machine Learning (cs.LG)","In recent years, data-driven modeling approaches have gained considerable traction in various meteorological applications, particularly in the realm of weather forecasting. However, these approaches often encounter challenges when dealing with extreme weather conditions. In light of this, we propose GA-SmaAt-GNet, a novel generative adversarial architecture that makes use of two methodologies aimed at enhancing the performance of deep learning models for extreme precipitation nowcasting. Firstly, it uses a novel SmaAt-GNet built upon the successful SmaAt-UNet architecture as generator. This network incorporates precipitation masks (binarized precipitation maps) as an additional data source, leveraging valuable information for improved predictions. Additionally, GA-SmaAt-GNet utilizes an attention-augmented discriminator inspired by the well-established Pix2Pix architecture. Furthermore, we assess the performance of GA-SmaAt-GNet using real-life precipitation dataset from the Netherlands. Our experimental results reveal a notable improvement in both overall performance and for extreme precipitation events. Furthermore, we conduct uncertainty analysis on the proposed GA-SmaAt-GNet model as well as on the precipitation dataset, providing additional insights into the predictive capabilities of the model. Finally, we offer further insights into the predictions of our proposed model using Grad-CAM. This visual explanation technique generates activation heatmaps, illustrating areas of the input that are more activated for various parts of the network.","Thu, 18 Jan 2024 10:53:45 UTC (3,795 KB)"
"129","Crystal Transformer Based Universal Atomic Embedding for Accurate and Transferable Prediction of Materials Properties","Luozhijie Jin, Zijian Du, Le Shu, Yongfeng Mei, Hao Zhang","Materials Science (cond-mat.mtrl-sci)","In this work, we propose a novel approach to generate universal atomic embeddings, significantly enhancing the representational and accuracy aspects of atomic embeddings, which ultimately improves the accuracy of property prediction. Moreover, we demonstrate the excellent transferability of universal atomic embeddings across different databases and various property tasks. Our approach centers on developing the CrystalTransformer model. Unlike traditional methods, this model does not possess a fundamental graph network architecture but utilizes the Transformer architecture to extract latent atomic features. This allows the CrystalTransformer to mitigate the inherent topological information bias of graph neural networks while maximally preserving the atomic chemical information, making it more accurate in encoding complex atomic features and thereby offering a deeper understanding of the atoms in materials. In our research, we highlight the advantages of CrystalTransformer in generating universal atomic embeddings through comparisons with current mainstream graph neural network models. Furthermore, we validate the effectiveness of universal atomic embeddings in enhancing the accuracy of model predictions for properties and demonstrate their transferability across different databases and property tasks through various experiments. As another key aspect of our study, we discover the strong physical interpretability implied in universal atomic embeddings through clustering and correlation analysis, indicating the immense potential of our universal atomic embeddings as atomic fingerprints.","Thu, 18 Jan 2024 06:57:29 UTC (5,439 KB)"
"130","Centralized active reconfigurable intelligent surface: Architecture, path loss analysis and experimental verification","Changhao Liu, Fan Yang, Shenheng Xu, Yezhen Li, Maokun Li","Applied Physics (physics.app-ph)","Reconfigurable intelligent surfaces (RISs) are promising candidate for the 6G communication. Recently, active RIS has been proposed to compensate the multiplicative fading effect inherent in passive RISs. However, conventional distributed active RISs, with at least one amplifier per element, are costly, complex, and power-intensive. To address these challenges, this paper proposes a novel architecture of active RIS: the centralized active RIS (CA-RIS), which amplifies the energy using a centralized amplifying reflector to reduce the number of amplifiers. Under this architecture, only as low as one amplifier is needed for power amplification of the entire array, which can eliminate the mutual-coupling effect among amplifiers, and significantly reduce the cost, noise level, and power consumption. We evaluate the performance of CA-RIS, specifically its path loss, and compare it with conventional passive RISs, revealing a moderate amplification gain. Furthermore, the proposed CA-RIS and the path loss model are experimentally verified, achieving a 9.6 dB net gain over passive RIS at 4 GHz. The CA-RIS offers a substantial simplification of active RIS architecture while preserving performance, striking an optimal balance between system complexity and the performance, which is competitive in various scenarios.","Wed, 17 Jan 2024 19:09:11 UTC (3,166 KB)[v2] Fri, 19 Jan 2024 02:19:13 UTC (3,167 KB)"
"131","Soft, slender and active structures in fluids: embedding Cosserat rods in vortex methods","Arman Tekinalp, Yashraj Bhosale, Songyuan Cui, Fan Kiat Chan, Mattia Gazzola","Computational Physics (physics.comp-ph)","We present a hybrid Eulerian-Lagrangian method for the direct simulation of three-dimensional, heterogeneous structures made of soft fibers and immersed in incompressible viscous fluids. Fiber-based organization of matter is pervasive in nature and engineering, from biological architectures made of cilia, hair, muscles or bones to polymers, composite materials or soft robots. In nature, many such structures are adapted to manipulate flows for feeding, locomotion or energy harvesting, through mechanisms that are often not fully understood. While simulations can support the analysis (and subsequent translational engineering) of these systems, extreme fibers' aspect-ratios, large elastic deformations and two-way coupling with three-dimensional flows, all render the problem numerically challenging. To address this, we couple Cosserat rod theory, which exploits fibers' slenderness to capture their dynamics in one-dimensional, accurate fashion, with vortex methods via a penalty immersed boundary technique. The favorable properties of the resultant hydroelastic solver are demonstrated against a battery of benchmarks, and further showcased in a range of multi-physics scenarios, involving magnetic actuation, viscous streaming, biomechanics, multi-body interaction, and self-propulsion.","Wed, 17 Jan 2024 11:22:53 UTC (39,809 KB)"
"132","RiemannONets: Interpretable Neural Operators for Riemann Problems","Ahmad Peyvan, Vivek Oommen, Ameya D. Jagtap, George Em Karniadakis","Machine Learning (cs.LG)","Developing the proper representations for simulating high-speed flows with strong shock waves, rarefactions, and contact discontinuities has been a long-standing question in numerical analysis. Herein, we employ neural operators to solve Riemann problems encountered in compressible flows for extreme pressure jumps (up to $10^{10}$ pressure ratio). In particular, we first consider the DeepONet that we train in a two-stage process, following the recent work of Lee and Shin, wherein the first stage, a basis is extracted from the trunk net, which is orthonormalized and subsequently is used in the second stage in training the branch net. This simple modification of DeepONet has a profound effect on its accuracy, efficiency, and robustness and leads to very accurate solutions to Riemann problems compared to the vanilla version. It also enables us to interpret the results physically as the hierarchical data-driven produced basis reflects all the flow features that would otherwise be introduced using ad hoc feature expansion layers. We also compare the results with another neural operator based on the U-Net for low, intermediate, and very high-pressure ratios that are very accurate for Riemann problems, especially for large pressure ratios, due to their multiscale nature but computationally more expensive. Overall, our study demonstrates that simple neural network architectures, if properly pre-trained, can achieve very accurate solutions of Riemann problems for real-time forecasting.","Tue, 16 Jan 2024 23:45:14 UTC (2,244 KB)"
"133","The evolution and delivery of rocky extra-solar materials to white dwarfs","Dimitri Veras, Alexander J. Mustill, Amy Bonsor","Earth and Planetary Astrophysics (astro-ph.EP)","Understanding stellar evolution and its effect on planetary systems is crucial for correctly interpreting the chemical constraints of exo-planetary material that can be given to us by white dwarfs. This article will describe how asteroids, moons, and comets, as well as boulders, pebbles and dust, evolve into eventual targets for chemical spectroscopy, and how planets and companion stars play a vital role in reshaping system architectures for this purpose.","Tue, 16 Jan 2024 19:00:05 UTC (1,360 KB)"
"134","Control-free and efficient integrated photonic neural networks via hardware-aware training and pruning","Tengji Xu, Weipeng Zhang, Jiawei Zhang, Zeyu Luo, Qiarong Xiao, Benshan Wang, Mingcheng Luo, Xingyuan Xu, Bhavin J. Shastri, Paul R. Prucnal, Chaoran Huang","Optics (physics.optics)","Integrated photonic neural networks (PNNs) are at the forefront of AI computing, leveraging on light's unique properties, such as large bandwidth, low latency, and potentially low power consumption. Nevertheless, the integrated optical components within PNNs are inherently sensitive to external disturbances and thermal interference, which can detrimentally affect computing accuracy and reliability. Current solutions often use complicated control methods, resulting in high hardware complexity impractical for large-scale PNNs. In response, we propose a novel hardware-aware training and pruning approach. The core idea is to train the parameters of a physical neural network towards its noise-robust and energy-efficient region. This innovation enables control-free and energy-efficient photonic computing. Our method is validated across diverse integrated PNN architectures. Through experimental validation, our approach significantly enhances the computing precision of MRR-based PNN, achieving a notable 4-bit improvement without the need for complex device control mechanisms or energy-intensive temperature stabilization circuits. Specifically, it improves the accuracy of experimental handwritten digit classification from 67.0% to 95.0%, nearing theoretical limits and achieved without a thermoelectric controller. Additionally, this approach reduces the energy by tenfold. We further extend the validation to various architectures, such as PCM-based PNN, demonstrating the broad applicability of our approach across different platforms. This advancement represents a significant step towards the practical, energy-efficient, and noise-resilient implementation of large-scale integrated PNNs.","Tue, 16 Jan 2024 07:53:49 UTC (3,862 KB)[v2] Thu, 7 Mar 2024 12:44:08 UTC (5,168 KB)"
"135","Controllable distant interactions at bound state in the continuum","Haijun Tang, Can Huang, Yuhan Wang, Xiong Jiang, Shumin Xiao, Jiecai Han, Qinghai Song","Optics (physics.optics)","Distant interactions at arbitrary locations and their dynamic control are fundamentally important for realizing large-scale photonic and quantum circuits. Conventional approaches suffer from short coupling distance, poor controllability, fixed locations and low wavelength uniformity, significantly restricting the scalability of photonic and quantum networks. Here, we exploit the intrinsic advantages of optical bound state in the continuum (BIC) and demonstrate an all-in-one solution for dynamically controllable long-range interactions. BIC metasurface can support a series of finite-sized quasi-BIC microlasers at arbitrary locations. The quasi-BICs microlasers have the same wavelength and are inherently connected through BIC waveguide. Consequently, the coupling distances in experiment increase significantly from subwavelength to tens of micrometers. Such long-range interaction in BIC metasurface enables scaling to two-dimensional architectures and ultrafast control of internal laser actions, e.g., non-Hermitian zero-mode lasing and enhanced optical gain. This research shall facilitate the advancement of scalable and reconfigurable photonic networks.","Tue, 16 Jan 2024 07:44:03 UTC (965 KB)[v2] Wed, 6 Mar 2024 03:18:25 UTC (859 KB)"
"136","Low power consumption grating magneto-optical trap based on planar elements","Zhilong Yu, Yumeng Zhu, Minghao Yao, Feng Qi, Liang Chen, Chang-ling Zou, Junyi Duan, Xiaochi Liu","Atomic Physics (physics.atom-ph)","The grating-based magneto-optical trap (GMOT) is a promising approach for miniaturizing cold-atom systems. However, the power consumption of a GMOT system dominates its feasibility in practical applications. In this study, we demonstrated a GMOT system based on planar elements that can operate with low power consumption. A high-diffraction-efficiency grating chip was used to cool atoms with a single incident beam. A planar coil chip was designed and fabricated with a low power consumption nested architecture. The grating and coil chips were adapted to a passive pump vacuum chamber, and up to 106 87Rb atoms were trapped. These elements effectively reduce the power consumption of the GMOT and have great potential for applications in practical cold-atom-based devices.","Tue, 16 Jan 2024 06:35:56 UTC (1,606 KB)"
"137","Polariton lattices as binarized neuromorphic networks","Evgeny Sedov, Alexey Kavokin","Disordered Systems and Neural Networks (cond-mat.dis-nn)","We introduce a novel neuromorphic network architecture based on a lattice of exciton-polariton condensates, intricately interconnected and energized through non-resonant optical pumping. The network employs a binary framework, where each neuron, facilitated by the spatial coherence of pairwise coupled condensates, performs binary operations. This coherence, emerging from the ballistic propagation of polaritons, ensures efficient, network-wide communication. The binary neuron switching mechanism, driven by the nonlinear repulsion through the excitonic component of polaritons, offers computational efficiency and scalability advantages over continuous weight neural networks. Our network enables parallel processing, enhancing computational speed compared to sequential or pulse-coded binary systems. The system's performance was evaluated using the MNIST dataset for handwritten digit recognition, showcasing the potential to outperform existing polaritonic neuromorphic systems, as demonstrated by its impressive predicted classification accuracy of up to 97.5%.","Sun, 14 Jan 2024 08:32:41 UTC (4,406 KB)"
"138","Different relative scalings between transient forces and thermal fluctuations tune regimes of chromatin organization","Anna Coletti, Benjamin Walker, Kerry Bloom, Katherine Newhall","Biological Physics (physics.bio-ph)","Within the nucleus, structural maintenance of chromosome protein complexes, namely condensin and cohesin, create an architecture to facilitate the organization and proper function of the genome. Condensin, in addition to performing loop extrusion, creates localized clusters of chromatin in the nucleolus through transient crosslinks. Large-scale simulations revealed three different dynamic behaviors as a function of timescale: slow crosslinking leads to no clusters, fast crosslinking produces rigid slowly changing clusters, while intermediate timescales are optimal for producing flexible clusters that mediate gene interaction. By mathematically analyzing different relative scalings of the two sources of stochasticity, thermal fluctuations and the force induced by the transient crosslinks, we predict these three distinct regimes of cluster behavior. Standard time-averaging that takes the fluctuations of the transient crosslink force to zero can predict the existence of clusters, but not their timescale-dependent lifetimes. Accounting for the interaction of both fluctuations from the crosslinks and thermal noise with an effective energy landscape does capture the timescale-dependent flexible cluster lifetimes. No clusters are predicted when the fluctuations of the transient crosslink force are taken to be large relative to thermal fluctuations. This mathematical perturbation analysis illuminates the importance of accounting for stochasticity in local incoherent transient forces to predict emergent complex biological behavior.","Fri, 12 Jan 2024 22:32:56 UTC (2,901 KB)"
"139","Solving the Discretised Multiphase Flow Equations with Interface Capturing on Structured Grids Using Machine Learning Libraries","Boyang Chen, Claire E. Heaney, Jefferson L. M. A. Gomes, Omar K. Matar, Christopher C. Pain","Fluid Dynamics (physics.flu-dyn)","This paper solves the discretised multiphase flow equations using tools and methods from machine-learning libraries. The idea comes from the observation that convolutional layers can be used to express a discretisation as a neural network whose weights are determined by the numerical method, rather than by training, and hence, we refer to this approach as Neural Networks for PDEs (NN4PDEs). To solve the discretised multiphase flow equations, a multigrid solver is implemented through a convolutional neural network with a U-Net architecture. Immiscible two-phase flow is modelled by the 3D incompressible Navier-Stokes equations with surface tension and advection of a volume fraction field, which describes the interface between the fluids. A new compressive algebraic volume-of-fluids method is introduced, based on a residual formulation using Petrov-Galerkin for accuracy and designed with NN4PDEs in mind. High-order finite-element based schemes are chosen to model a collapsing water column and a rising bubble. Results compare well with experimental data and other numerical results from the literature, demonstrating that, for the first time, finite element discretisations of multiphase flows can be solved using an approach based on (untrained) convolutional neural networks. A benefit of expressing numerical discretisations as neural networks is that the code can run, without modification, on CPUs, GPUs or the latest accelerators designed especially to run AI codes.","Fri, 12 Jan 2024 18:42:42 UTC (13,521 KB)[v2] Sun, 3 Mar 2024 17:46:05 UTC (13,992 KB)"
"140","Geometrical properties of 3D crossed nanowire networks","Tristan da Câmara Santa Clara Gomes, Nicolas Marchal, Anatole Moureaux, Simon de Wergifosse, Chloé Chopin, Luc Piraux, Joaquín de la Torre Medina, Flavio Abreu Araujo","Applied Physics (physics.app-ph)","Three-dimensional interconnected nanowire networks have recently attracted notable attention for the fabrication of new devices for energy harvesting/storage, sensing, catalysis, magnetic and spintronic applications and for the design of new hardware neuromorphic computing architectures. However, the complex branching of these nanowire networks makes it challenging to investigate these 3D nanostructured systems theoretically. Here, we present a theoretical description and simulations of the geometric properties of these 3D interconnected nanowire networks with selected characteristics. Our analysis reveals that the nanowire segment length between two crossing zones follows an exponential distribution. This suggests that shorter nanowire segments have a more pronounced influence on the nanowire network properties compared to their longer counterparts. Moreover, our observations reveal a homogeneous distribution in the smallest distance between the cores of two crossing nanowires. The results are highly reproducible and unaffected by changes in the nanowire network characteristics. Finally, densities of interconnected segments up to 10$^{13}$ cm$^{-2}$ can be achieved for 22-$\mu$m-thick nanowire networks with high packing factors. This has important implications for neuromorphic computing applications, suggesting that the realization of 10$^{14}$ interconnections, which corresponds to the approximate number of synaptic connections in the human brain, is achievable with a nanowire network of about 10 cm$^{2}$.","Thu, 21 Dec 2023 17:11:36 UTC (1,961 KB)"
"141","Accelerated Development of Multicomponent Alloys in Discrete Design Space Using Bayesian Multi-Objective Optimisation","Osman Mamun, Markus Bause, Bhuiyan Shameem Mahmud Ebna Hai","Chemical Physics (physics.chem-ph)","Bayesian optimisation (BO) protocol based on Active Learning (AL) principles has garnered significant attention due to its ability to efficiently optimise black-box objective functions. This capability is a prerequisite for guiding autonomous and high-throughput materials design and discovery processes. However, its application in the materials science domain, particularly for novel alloy designs with targeted properties, remains limited. This limitation is due to the computational complexity and the lack of reliable and robust acquisition functions for multi-objective optimisation. In recent years, expected hypervolume-based geometrical acquisition functions have demonstrated superior performance and speed compared to other multi-objective optimisation algorithms, such as Thompson Sampling Efficient Multiobjective Optimisation (TSEMO), Pareto Efficient Global Optimisation (parEGO), etc. In this work, we introduce a sparse, axis-aligned subspace BO framework that utilises the q-expected hypervolume improvement (qEHVI) acquisition function. This efficient, parallel variant of the expected hypervolume-based method is employed for the multi-objective optimisation of physical properties in multi-component alloys. We demonstrate the impressive performance of the qEHVI acquisition function in finding the optimum Pareto front in both 1- and 2-objective optimisation problems. Furthermore, by conducting several computational and experimental campaigns in each iteration within the pool-based active learning protocol, we can further accelerate the discovery process. This approach is particularly advantageous for use in massively parallel high-throughput synthesis facilities and computer architectures.","Thu, 11 Jan 2024 18:35:39 UTC (2,648 KB)"
"142","Synthesis of pulses from particle detectors with a Generative Adversarial Network (GAN)","Alberto Regadío, Luis Esteban, Sebastián Sánchez-Prieto","Instrumentation and Detectors (physics.ins-det)","To address the possible lack or total absence of pulses from particle detectors during the development of its associate electronics, we propose a model that can generate them without losing the features of the real ones. This model is based on artificial neural networks, namely Generative Adversarial Networks (GAN). We describe the proposed network architecture, its training methodology and the approach to train the GAN with real pulses from a scintillator receiving radiation from sources of ${}^{137}$Cs and ${}^{22}$Na. The Generator was installed in a Xilinx's System-On-Chip (SoC). We show how the network is capable of generating pulses with the same shape as the real ones that even match the data distributions in the original pulse-height histogram data.","Wed, 10 Jan 2024 17:54:16 UTC (1,745 KB)"
"143","Three topologies of deep neural networks for pulse height extraction","Alberto Regadío, Juan Ignacio G. Tejedor, Luis Esteban, Sebastián Sánchez-Prieto","Instrumentation and Detectors (physics.ins-det)","Pulse shaping is a common technique for optimizing signal-to-noise ratio (SNR) in particle detectors. Although analog or digital linear shapers are typically used for this purpose, there are nonlinear approaches, such as neural networks (NN), which have demonstrated their potential to outperform linear ones. Their nonlinear nature makes it possible to optimize the SNR of incoming pulses and extract diverse information, such as particle type and energy, with extremely short shaping time to avoid crowding. This paper shows three different NNs for shaping pulses: (a) convolutional NN (CNN); (b) recurrent NN (RNN); (c) self-attenuating NN. These NNs shape the pulses and return them unfolded avoiding stacking, and even estimate the height of the pulses when there has been saturation in the preamplifier. In this work we show the architectures of the NNs and their results using CR--RC pulses with Brownian and white noise, but they could be extrapolated to any shape and type of noise. The results obtained show that when the noise level is low and the frequency is low, all the topologies presented are a valid solution, but with white noise and high pulse arrival frequency, CNN is a better solution than the others. In the case of Brownian noise, the three topologies presented give similar results.","Wed, 10 Jan 2024 12:14:31 UTC (2,803 KB)"
"144","Nonreciprocal Quantum Batteries","Borhan Ahmadi, Paweł Mazurek, Paweł Horodecki, Shabir Barzanjeh","Quantum Physics (quant-ph)","Nonreciprocity, arising from the breaking of time-reversal symmetry, has become a fundamental tool in diverse quantum technology applications. It enables directional flow of signals and efficient noise suppression, constituting a key element in the architecture of current quantum information and computing systems. Here we explore its potential in optimizing the charging dynamics of a quantum battery. By introducing nonreciprocity through reservoir engineering during the charging process, we induce a directed energy flow from the quantum charger to the battery, resulting in a substantial increase in energy accumulation. Despite local dissipation, the nonreciprocal approach demonstrates a fourfold increase in battery energy compared to conventional charger-battery systems. We demonstrate that employing a shared reservoir can establish an optimal condition where nonreciprocity enhances charging efficiency and elevates energy storage in the battery. This effect is observed in the stationary limit and remains applicable even in overdamped coupling regimes, eliminating the need for precise temporal control over evolution parameters. Our result can be extended to a chiral network of quantum nodes, serving as a multi-cell quantum battery system to enhance storage capacity. The proposed approach is straightforward to implement using current state-of-the-art quantum circuits, both in photonics and superconducting quantum systems. In a broader context, the concept of nonreciprocal charging has significant implications for sensing, energy capture, and storage technologies or studying quantum thermodynamics.","Wed, 10 Jan 2024 11:50:03 UTC (1,121 KB)"
"145","Non-adiabatic holonomies as photonic quantum gates","Vera Neef, Julien Pinske, Tom A.W. Wolterink, Karo Becker, Matthias Heinrich, Stefan Scheel, Alexander Szameit","Quantum Physics (quant-ph)","One of the most promising nascent technologies, quantum computation faces a major challenge: The need for stable computational building blocks. We present the quantum-optical realization of non-adiabatic holonomies that can be used as single-qubit quantum gates. The hallmark topological protection of non-Abelian geometric phases reduces the need for quantum error correction on a fundamental physical level, while the inherent non-adiabaticity of the structures paves the way for unprecedented miniaturization. To demonstrate their versatility, we realize the Hadamard and Pauli-X gates, experimentally show their non-Abelian nature, and combine them into a single-qubit quantum algorithm, the PQ penny flipover. The planar geometry of such designs enables them to be substituted for the conventional directional coupler meshes currently in wide-spread use in photonic quantum architectures across all platforms.","Mon, 8 Jan 2024 16:44:45 UTC (1,038 KB)"
"146","On Clustering Coefficients in Complex Networks","Alexander I Nesterov","Physics and Society (physics.soc-ph)","The clustering coefficient is a valuable tool for understanding the structure of complex networks. It is widely used to analyze social networks, biological networks, and other complex systems. While there is generally a single common definition for the local clustering coefficient, there are two different ways to calculate the global clustering coefficient. The first approach takes the average of the local clustering coefficients for each node in the network. The second one is based on the ratio of closed triplets to all triplets. It is shown that these two definitions of the global clustering coefficients are strongly inequivalent and may significantly impact the accuracy of the outcome.","Thu, 4 Jan 2024 19:07:18 UTC (347 KB)"
